,평점,숙박가격,객실수,총후기,경쟁업소_수(1km내),경쟁업소_최단거리(1km내),경쟁업소_최장거리(1km내),경쟁업소_평균거리(1km내),버스정류장_수(1km내),지하철역_수(1km내),버스정류장_최단거리(1km내),버스정류장_평균거리(1km내),지하철역_최단거리(1km내),지하철역_평균거리(1km내),교통유동인구_월평균승차수(1km내),교통유동인구_월평균하차수(1km내),교통유동인구_월평균승하차총계(1km내),관광지_수(1km내),쇼핑몰_수(1km내),관광지_최단거리(1km내),관광지_평균거리(1km내),쇼핑몰_최단거리(1km내),쇼핑몰_평균거리(1km내)
1080,4.9,55000,40,2366,32,0.04,0.87,0.37,115,5,0.11,0.68,0.42,0.73,27344.2,27381.73,54725.92,7,7,0.17,0.47,0.26,0.52
1081,4.9,60000,52,299,32,0.22,0.96,0.56,107,2,0.06,0.63,0.31,0.63,27397.33,26930.28,54327.61,12,7,0.29,0.56,0.24,0.72
1082,4.7,50000,35,2905,33,0.04,0.97,0.37,112,5,0.1,0.67,0.45,0.74,28471.18,28518.99,56990.17,7,7,0.2,0.46,0.26,0.52
1083,4.9,50000,45,6681,33,0.0,0.66,0.27,108,3,0.02,0.62,0.06,0.6,26754.94,27420.24,54175.18,11,7,0.07,0.53,0.42,0.63
1084,4.7,45000,35,1223,32,0.04,0.86,0.37,116,5,0.07,0.67,0.39,0.73,27458.61,27243.98,54702.59,7,7,0.16,0.46,0.29,0.54
1085,4.3,35000,24,3036,33,0.02,0.58,0.25,108,3,0.06,0.63,0.15,0.61,26208.0,26584.17,52792.17,11,7,0.13,0.56,0.44,0.6
1086,4.8,65000,80,921,1,0.37,0.37,0.37,92,3,0.16,0.69,0.27,0.64,8409.13,7755.86,16164.99,10,4,0.44,0.73,0.34,0.65
1087,4.8,40000,26,4305,32,0.14,0.88,0.43,113,4,0.07,0.64,0.28,0.65,24502.76,24518.01,49020.77,7,7,0.18,0.48,0.42,0.61
1088,4.6,33000,43,8348,35,0.01,0.96,0.47,118,4,0.13,0.7,0.49,0.66,27359.47,26673.98,54033.45,6,8,0.19,0.46,0.13,0.53
1089,4.4,40000,17,1568,9,0.01,0.89,0.23,117,1,0.08,0.63,0.23,0.23,23608.5,24123.42,47731.92,6,8,0.11,0.53,0.11,0.36
1090,4.9,45000,25,6570,33,0.03,0.62,0.24,108,3,0.05,0.63,0.19,0.61,26449.13,26530.38,52979.51,11,7,0.08,0.57,0.47,0.59
1091,4.4,30000,20,2038,33,0.04,0.63,0.27,111,3,0.05,0.63,0.13,0.55,26182.35,26182.39,52364.75,11,7,0.11,0.55,0.43,0.62
1092,4.4,35000,32,6383,35,0.01,0.97,0.47,118,4,0.12,0.7,0.5,0.66,27310.59,26704.74,54015.33,6,8,0.21,0.46,0.13,0.53
1093,4.4,38000,49,4022,33,0.01,0.69,0.24,113,3,0.05,0.66,0.26,0.61,25433.6,25579.16,51012.76,11,7,0.04,0.59,0.48,0.57
1094,4.7,40000,22,2683,33,0.01,0.64,0.26,108,3,0.03,0.62,0.08,0.6,26626.09,26961.06,53587.15,11,7,0.1,0.54,0.43,0.62
1095,4.1,39000,34,6300,1,0.37,0.37,0.37,57,3,0.09,0.6,0.28,0.69,9971.98,8676.75,18648.74,10,3,0.15,0.57,0.43,0.72
1096,4.5,40000,30,607,33,0.01,0.65,0.27,108,3,0.03,0.62,0.07,0.6,26626.09,26961.06,53587.15,11,7,0.09,0.54,0.43,0.63
1097,4.8,33000,22,2281,33,0.02,0.62,0.26,107,3,0.05,0.62,0.11,0.61,26653.28,27121.92,53775.2,11,7,0.11,0.55,0.42,0.62
1098,4.5,40000,24,1650,9,0.06,0.94,0.26,125,1,0.07,0.66,0.23,0.23,22678.31,22809.02,45487.32,6,8,0.08,0.55,0.08,0.34
1099,4.8,35000,16,43,25,0.22,0.97,0.59,115,2,0.11,0.67,0.46,0.73,33635.39,32505.11,66140.5,13,8,0.2,0.58,0.43,0.71
1100,4.8,40000,19,2699,9,0.28,0.93,0.63,96,5,0.02,0.71,0.3,0.78,29361.27,29275.71,58636.98,5,7,0.06,0.54,0.24,0.64
1101,4.6,45000,20,308,2,0.06,0.63,0.35,33,2,0.04,0.45,0.18,0.38,7463.09,6711.3,14174.39,16,1,0.33,0.65,0.65,0.65
1102,5.0,30000,12,856,8,0.1,0.95,0.5,98,4,0.06,0.69,0.08,0.52,13962.39,14174.15,28136.54,5,6,0.37,0.63,0.29,0.51
1103,4.7,38000,24,54,35,0.11,0.98,0.49,117,4,0.03,0.72,0.63,0.69,28319.87,28146.97,56466.84,7,8,0.34,0.58,0.11,0.54
1104,4.8,60000,40,2402,33,0.11,0.8,0.38,109,3,0.06,0.63,0.11,0.67,27704.03,27736.75,55440.79,12,9,0.07,0.56,0.39,0.75
1105,4.3,30000,10,340,13,0.28,0.96,0.58,106,2,0.09,0.65,0.28,0.62,25254.8,24929.16,50183.96,7,9,0.19,0.67,0.19,0.6
1106,4.6,35000,30,2040,34,0.11,0.89,0.52,118,4,0.07,0.71,0.57,0.66,27764.87,27397.99,55162.86,7,8,0.28,0.59,0.02,0.48
1107,4.7,38000,19,2989,33,0.01,0.68,0.24,111,3,0.06,0.65,0.24,0.61,25881.7,25936.0,51817.7,11,7,0.05,0.58,0.49,0.57
1108,4.8,40000,16,519,8,0.1,0.96,0.53,92,4,0.05,0.66,0.03,0.52,15151.77,15603.63,30755.39,4,5,0.32,0.53,0.19,0.4
1109,4.3,45000,17,229,2,0.06,0.58,0.32,32,2,0.04,0.45,0.12,0.38,6928.34,6741.47,13669.81,14,1,0.29,0.61,0.71,0.71
1110,4.8,40000,20,106,11,0.03,0.99,0.7,102,4,0.03,0.63,0.26,0.5,14778.96,13942.9,28721.86,5,9,0.62,0.73,0.12,0.59
1111,4.7,35000,15,420,9,0.32,0.92,0.61,109,3,0.23,0.71,0.58,0.7,25758.73,24882.09,50640.82,6,7,0.28,0.62,0.04,0.72
1112,4.8,40000,18,1254,33,0.06,0.63,0.29,115,3,0.09,0.65,0.18,0.54,25618.47,25494.48,51112.95,12,7,0.1,0.6,0.4,0.62
1113,4.9,40000,13,1178,33,0.06,0.82,0.38,111,3,0.05,0.63,0.1,0.62,27023.15,27028.97,54052.12,12,8,0.12,0.55,0.33,0.73
1114,4.7,33000,25,3981,33,0.02,0.59,0.25,107,3,0.07,0.63,0.13,0.61,26440.29,26720.92,53161.21,11,7,0.14,0.56,0.43,0.61
1115,4.5,35000,14,133,10,0.03,0.98,0.66,103,4,0.06,0.64,0.29,0.49,15314.31,14491.81,29806.12,5,9,0.6,0.73,0.14,0.59
1116,4.3,30000,19,817,33,0.01,0.67,0.24,111,3,0.07,0.65,0.23,0.61,25965.22,25876.23,51841.45,11,7,0.05,0.58,0.49,0.57
1117,4.3,40000,20,55,33,0.06,0.76,0.34,107,3,0.05,0.62,0.05,0.58,27590.63,27744.33,55334.97,12,8,0.09,0.56,0.38,0.71
1118,5.0,38000,17,2,33,0.04,0.66,0.28,111,3,0.02,0.63,0.09,0.56,26150.78,26261.57,52412.35,11,7,0.11,0.54,0.43,0.63
1119,4.4,35000,13,86,9,0.01,0.85,0.22,112,1,0.07,0.61,0.17,0.17,24452.72,24891.61,49344.33,6,8,0.06,0.54,0.06,0.35
1120,4.4,35000,22,349,13,0.44,0.98,0.75,95,3,0.06,0.66,0.18,0.52,15881.34,15513.1,31394.43,5,9,0.16,0.7,0.4,0.72
1121,4.1,22000,40,263,33,0.2,0.83,0.33,110,3,0.09,0.62,0.37,0.54,25951.75,26348.76,52300.51,8,7,0.15,0.47,0.47,0.59
1122,3.7,30000,14,312,13,0.32,0.94,0.76,120,3,0.12,0.7,0.72,0.81,24111.04,23478.58,47589.63,10,7,0.31,0.73,0.35,0.76
1123,4.8,35000,17,4,33,0.02,0.65,0.28,109,3,0.03,0.63,0.08,0.62,26729.4,27520.45,54249.86,11,7,0.07,0.54,0.4,0.63
1124,3.9,55000,32,802,9,0.06,0.88,0.24,118,1,0.02,0.64,0.17,0.17,23525.78,23957.99,47483.77,6,8,0.02,0.55,0.02,0.34
1125,4.7,40000,14,333,9,0.01,0.88,0.23,117,1,0.09,0.63,0.21,0.21,23603.23,24123.64,47726.87,6,8,0.1,0.53,0.1,0.36
1126,3.2,40000,17,79,11,0.18,0.93,0.42,112,1,0.07,0.64,0.06,0.06,25321.55,25549.28,50870.83,6,9,0.17,0.6,0.02,0.46
1127,4.1,50000,25,115,8,0.12,0.62,0.24,123,1,0.06,0.64,0.34,0.34,22165.82,22478.76,44644.58,7,8,0.2,0.6,0.2,0.37
1128,4.0,35000,18,1244,33,0.01,0.66,0.24,112,3,0.07,0.65,0.22,0.61,25735.8,25714.27,51450.08,11,7,0.06,0.58,0.49,0.58
1129,4.3,40000,14,33,9,0.01,0.85,0.22,112,1,0.08,0.61,0.18,0.18,24452.72,24891.61,49344.33,6,8,0.07,0.54,0.07,0.35
1130,4.7,45000,25,2990,19,0.01,0.96,0.4,94,4,0.08,0.67,0.44,0.71,22894.72,22736.14,45630.86,8,8,0.1,0.44,0.08,0.45
1131,4.8,30000,20,9546,19,0.08,0.99,0.7,99,6,0.04,0.72,0.27,0.63,25424.94,25178.66,50603.59,6,7,0.57,0.82,0.55,0.78
1132,4.8,45000,34,3223,18,0.06,0.96,0.41,88,4,0.14,0.65,0.48,0.77,23671.45,23745.81,47417.26,10,8,0.17,0.54,0.11,0.46
1133,4.6,40000,30,5457,18,0.02,0.97,0.46,88,3,0.06,0.64,0.22,0.59,19247.81,19752.66,39000.47,10,8,0.15,0.55,0.18,0.55
1134,4.6,40000,22,3100,19,0.06,0.96,0.38,98,4,0.21,0.72,0.29,0.49,22617.72,22677.42,45295.13,10,8,0.3,0.7,0.19,0.59
1135,4.6,40000,29,6292,10,0.1,0.96,0.61,97,4,0.13,0.71,0.21,0.62,19889.88,19606.84,39496.71,3,2,0.34,0.62,0.17,0.37
1136,4.6,45000,38,5727,18,0.02,0.95,0.45,88,3,0.07,0.64,0.24,0.59,19340.94,19948.18,39289.12,10,8,0.14,0.54,0.16,0.54
1137,4.8,35000,17,1745,8,0.08,0.98,0.57,73,1,0.09,0.62,0.59,0.59,11191.97,10572.99,21764.96,7,3,0.37,0.76,0.45,0.76
1138,4.8,48000,30,4499,19,0.02,0.95,0.35,100,4,0.16,0.72,0.35,0.51,22217.73,22772.93,44990.67,10,8,0.25,0.67,0.11,0.56
1139,4.3,30000,16,831,19,0.04,0.9,0.34,102,4,0.21,0.72,0.41,0.54,21984.87,21867.55,43852.41,11,8,0.19,0.68,0.15,0.52
1140,4.6,45000,23,2905,14,0.51,0.99,0.79,83,1,0.03,0.6,0.63,0.63,12656.57,12342.36,24998.93,9,6,0.21,0.6,0.31,0.66
1141,4.6,45000,46,6989,19,0.03,0.93,0.34,100,4,0.16,0.72,0.38,0.53,22656.52,22792.76,45449.28,10,8,0.21,0.66,0.09,0.54
1142,4.8,45000,23,1604,19,0.07,0.99,0.39,96,4,0.11,0.72,0.28,0.48,22872.33,23467.32,46339.65,10,8,0.32,0.71,0.14,0.61
1143,4.7,62000,48,4836,18,0.07,0.93,0.35,99,4,0.08,0.72,0.34,0.51,22714.83,23232.26,45947.09,9,8,0.27,0.65,0.08,0.59
1144,4.8,40000,19,371,8,0.28,0.88,0.67,91,2,0.06,0.69,0.86,0.88,22515.96,21049.73,43565.69,12,4,0.08,0.55,0.17,0.57
1145,4.3,32000,30,4033,19,0.01,0.98,0.41,94,4,0.08,0.67,0.44,0.73,22936.65,22903.23,45839.89,10,8,0.12,0.55,0.07,0.46
1146,4.3,30000,30,2708,19,0.08,0.96,0.67,96,6,0.05,0.71,0.19,0.6,25973.72,25813.58,51787.3,7,7,0.62,0.82,0.62,0.76
1147,4.8,40000,19,2539,10,0.28,0.97,0.74,85,2,0.08,0.63,0.76,0.87,22788.43,21878.39,44666.83,10,4,0.19,0.53,0.22,0.66
1148,4.7,30000,25,2269,6,0.29,0.82,0.65,84,1,0.06,0.71,0.82,0.82,17542.41,16587.2,34129.61,14,4,0.17,0.61,0.24,0.54
1149,4.7,45000,29,2236,14,0.31,0.97,0.82,67,1,0.02,0.56,0.82,0.82,18749.5,18730.24,37479.74,12,7,0.1,0.74,0.18,0.66
1150,4.6,31000,19,2730,19,0.01,0.97,0.4,95,4,0.08,0.67,0.44,0.72,22728.42,22770.91,45499.33,8,8,0.11,0.44,0.07,0.45
1151,4.5,45000,23,1703,8,0.1,0.97,0.54,93,4,0.1,0.7,0.11,0.62,20344.82,20199.81,40544.63,3,2,0.29,0.61,0.2,0.35
1152,4.6,30000,19,1819,19,0.02,0.96,0.36,100,4,0.17,0.72,0.33,0.5,22328.04,22273.44,44601.48,10,8,0.26,0.68,0.13,0.57
1153,4.6,40000,36,112,5,0.15,0.88,0.48,67,3,0.01,0.61,0.12,0.6,27513.72,26957.8,54471.52,16,4,0.4,0.73,0.17,0.45
1154,4.7,75102,24,738,6,0.02,0.88,0.46,74,3,0.03,0.61,0.13,0.6,26772.08,25737.33,52509.42,17,4,0.27,0.74,0.2,0.4
1155,4.8,33000,11,80,8,0.08,0.96,0.56,75,1,0.01,0.62,0.61,0.61,10784.44,10259.88,21044.32,7,2,0.4,0.71,0.44,0.63
1156,4.5,35000,20,65,6,0.19,0.99,0.53,79,2,0.08,0.69,0.43,0.6,10657.13,10297.86,20954.99,2,3,0.26,0.55,0.49,0.64
1157,4.4,35000,17,40,8,0.19,0.96,0.55,83,2,0.06,0.68,0.37,0.66,11236.83,11206.18,22443.01,5,3,0.14,0.78,0.34,0.65
1158,4.9,40000,17,83,6,0.02,0.89,0.47,74,3,0.03,0.61,0.12,0.59,26772.08,25737.33,52509.42,17,4,0.27,0.74,0.19,0.4
1159,3.6,35000,5,305,19,0.04,0.88,0.35,99,4,0.2,0.7,0.45,0.57,22055.79,22050.99,44106.78,11,8,0.15,0.66,0.17,0.5
1160,4.0,30000,20,7,7,0.29,0.91,0.61,83,2,0.09,0.62,0.3,0.43,22980.62,22374.71,45355.33,12,6,0.06,0.65,0.3,0.6
1161,3.8,33000,3,29,19,0.03,0.92,0.34,101,4,0.18,0.72,0.37,0.52,22186.17,22549.14,44735.31,10,8,0.23,0.66,0.12,0.55
1162,3.7,40000,19,242,17,0.31,0.91,0.67,85,2,0.02,0.6,0.56,0.72,23589.54,23177.16,46766.7,13,8,0.25,0.75,0.13,0.59
1163,4.8,70000,72,9887,5,0.0,0.75,0.5,90,1,0.16,0.64,0.06,0.06,7396.64,7211.39,14608.03,9,5,0.28,0.49,0.16,0.49
1164,4.6,50000,60,5475,1,0.36,0.36,0.36,62,3,0.12,0.63,0.46,0.52,10384.24,10668.12,21052.36,11,2,0.46,0.73,0.18,0.29
1165,4.9,50000,49,4512,18,0.02,0.7,0.52,81,3,0.04,0.67,0.35,0.51,27141.1,27274.18,54415.28,15,3,0.11,0.52,0.1,0.47
1166,4.7,45000,49,9428,18,0.02,0.57,0.15,87,4,0.02,0.65,0.26,0.65,33140.05,34425.32,67565.38,14,5,0.32,0.61,0.32,0.59
1167,4.9,50000,33,1520,18,0.01,0.6,0.14,87,4,0.04,0.65,0.23,0.65,33085.57,34319.78,67405.35,14,4,0.29,0.62,0.29,0.47
1168,4.7,45000,72,12508,18,0.02,0.74,0.56,80,4,0.0,0.67,0.31,0.62,26139.25,26493.79,52633.04,15,3,0.11,0.51,0.11,0.47
1169,4.4,45000,185,4990,18,0.0,0.74,0.22,88,2,0.03,0.64,0.11,0.24,24676.3,25384.57,50060.87,14,4,0.16,0.64,0.16,0.4
1170,4.6,60000,40,3232,18,0.0,0.59,0.14,88,4,0.06,0.66,0.24,0.65,32704.7,33985.99,66690.7,14,5,0.3,0.61,0.3,0.58
1171,4.9,50000,48,1261,18,0.02,0.56,0.15,86,4,0.05,0.65,0.27,0.65,33450.52,34722.8,68173.32,14,5,0.32,0.61,0.32,0.58
1172,4.7,37000,49,6949,18,0.02,0.63,0.15,88,4,0.09,0.65,0.2,0.65,32704.7,33985.99,66690.7,14,4,0.25,0.62,0.25,0.45
1173,4.8,50000,30,2537,18,0.03,0.66,0.16,87,3,0.09,0.64,0.16,0.53,24969.57,25676.65,50646.22,14,4,0.22,0.62,0.22,0.44
1174,4.8,45000,27,4865,18,0.03,0.65,0.16,86,3,0.06,0.64,0.17,0.53,25266.42,25918.37,51184.79,14,4,0.23,0.62,0.23,0.45
1175,4.5,40000,40,6789,18,0.02,0.65,0.16,88,3,0.11,0.65,0.18,0.53,24779.62,25606.41,50386.03,14,4,0.24,0.62,0.24,0.45
1176,4.9,45000,52,1274,18,0.02,0.61,0.14,88,4,0.07,0.65,0.22,0.65,32704.7,33985.99,66690.7,14,4,0.27,0.62,0.27,0.46
1177,4.4,50000,28,2621,6,0.03,0.95,0.52,91,6,0.09,0.59,0.18,0.63,23956.53,22740.07,46696.6,6,3,0.09,0.47,0.29,0.56
1178,4.9,60000,27,1590,18,0.01,0.6,0.15,87,4,0.04,0.65,0.23,0.65,33064.83,34198.97,67263.8,14,4,0.28,0.62,0.28,0.48
1179,4.7,75000,60,5191,3,0.16,0.97,0.69,70,2,0.07,0.69,0.33,0.46,16316.5,15833.68,32150.18,11,5,0.22,0.7,0.32,0.54
1180,4.7,40000,40,6106,18,0.02,0.72,0.54,81,4,0.02,0.67,0.33,0.63,26726.49,27088.96,53815.45,15,3,0.11,0.51,0.1,0.47
1181,4.6,40000,19,619,5,0.63,0.87,0.77,108,6,0.08,0.68,0.06,0.64,17550.28,16769.17,34319.45,5,2,0.62,0.88,0.71,0.78
1182,4.6,65000,20,3240,4,0.26,0.54,0.35,103,5,0.07,0.62,0.12,0.56,18986.22,18355.18,37341.39,6,3,0.14,0.47,0.43,0.47
1183,4.5,35000,30,6531,18,0.01,0.59,0.15,87,4,0.03,0.65,0.24,0.65,33140.05,34425.32,67565.38,14,5,0.3,0.62,0.3,0.58
1184,4.6,35000,25,5238,18,0.01,0.58,0.14,86,4,0.03,0.65,0.24,0.65,33450.52,34722.8,68173.32,14,5,0.3,0.61,0.3,0.58
1185,4.7,45000,32,1491,18,0.02,0.61,0.14,87,4,0.06,0.65,0.21,0.65,33085.57,34319.78,67405.35,14,4,0.27,0.62,0.27,0.47
1186,4.3,50000,42,2275,6,0.03,0.97,0.51,91,6,0.11,0.59,0.15,0.62,23782.62,22614.46,46397.08,6,3,0.12,0.47,0.32,0.55
1187,4.7,50000,24,1087,5,0.23,0.68,0.42,104,6,0.09,0.64,0.12,0.59,21634.74,21173.32,42808.07,5,3,0.23,0.47,0.53,0.57
1188,4.1,30000,10,26,2,0.58,0.76,0.67,95,2,0.11,0.67,0.94,0.96,18808.03,19212.64,38020.67,15,2,0.3,0.72,0.75,0.77
1189,4.6,30000,18,1057,5,0.17,0.95,0.64,101,1,0.06,0.65,0.77,0.77,10201.13,9750.65,19951.79,9,5,0.4,0.62,0.21,0.68
1190,4.4,40000,18,883,1,0.88,0.88,0.88,81,2,0.03,0.67,0.12,0.44,10346.57,10022.45,20369.02,5,2,0.24,0.6,0.71,0.73
1191,4.5,40000,17,1039,3,0.36,0.88,0.71,80,4,0.07,0.63,0.26,0.73,13657.84,13736.1,27393.94,7,3,0.44,0.74,0.38,0.57
1192,4.2,40000,23,399,1,0.16,0.16,0.16,65,2,0.03,0.65,0.42,0.46,17058.58,16571.76,33630.34,8,5,0.28,0.57,0.19,0.47
1193,3.8,50000,33,98,4,0.54,0.76,0.66,112,3,0.05,0.64,0.36,0.48,12863.16,13262.6,26125.75,5,2,0.41,0.7,0.15,0.18
1194,4.4,40000,19,1781,5,0.3,0.95,0.57,91,1,0.06,0.64,0.34,0.34,6804.72,6598.34,13403.06,9,5,0.31,0.52,0.2,0.54
1195,4.0,40000,17,96,4,0.39,0.88,0.66,88,2,0.02,0.59,0.63,0.68,6023.02,6192.26,12215.28,10,3,0.16,0.63,0.32,0.51
1196,3.2,35000,18,94,5,0.17,0.88,0.66,92,1,0.03,0.63,0.77,0.77,10176.54,10040.83,20217.37,8,5,0.26,0.57,0.05,0.64
